case:concept:name,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,time:timestamp
trace_0,A,NONE,10:55.3,Variant 97,97,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,C,NONE,10:55.3,Variant 97,97,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,E,NONE,10:55.3,Variant 97,97,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,G,NONE,10:55.3,Variant 97,97,G,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,F,NONE,10:55.3,Variant 97,97,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,J,NONE,10:55.3,Variant 97,97,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,I1,NONE,10:55.3,Variant 97,97,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,K,NONE,10:55.3,Variant 97,97,K,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,I2,NONE,10:55.3,Variant 97,97,I2,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,D,NONE,10:55.3,Variant 97,97,D,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,M,NONE,10:55.3,Variant 97,97,M,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,W,NONE,10:55.3,Variant 97,97,W,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,Y,NONE,10:55.3,Variant 97,97,Y,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,Z,NONE,10:55.3,Variant 97,97,Z,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,AA,NONE,10:55.3,Variant 97,97,AA,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,X,NONE,10:55.3,Variant 97,97,X,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,N,NONE,10:55.3,Variant 97,97,N,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_0,B,NONE,10:55.3,Variant 97,97,B,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,A,NONE,10:55.3,Variant 1,1,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,C,NONE,10:55.3,Variant 1,1,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,J,NONE,10:55.3,Variant 1,1,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,K,NONE,10:55.3,Variant 1,1,K,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,I2,NONE,10:55.3,Variant 1,1,I2,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,E,NONE,10:55.3,Variant 1,1,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,G,NONE,10:55.3,Variant 1,1,G,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,F,NONE,10:55.3,Variant 1,1,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,I1,NONE,10:55.3,Variant 1,1,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,D,NONE,10:55.3,Variant 1,1,D,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,M,NONE,10:55.3,Variant 1,1,M,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,I3,NONE,10:55.3,Variant 1,1,I3,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,O,NONE,10:55.3,Variant 1,1,O,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,P,NONE,10:55.3,Variant 1,1,P,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,I4,NONE,10:55.3,Variant 1,1,I4,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,N,NONE,10:55.3,Variant 1,1,N,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_1,B,NONE,10:55.3,Variant 1,1,B,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,A,NONE,10:55.3,Variant 334,334,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,C,NONE,10:55.3,Variant 334,334,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,J,NONE,10:55.3,Variant 334,334,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,E,NONE,10:55.3,Variant 334,334,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,G,NONE,10:55.3,Variant 334,334,G,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,F,NONE,10:55.3,Variant 334,334,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,I1,NONE,10:55.3,Variant 334,334,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,K,NONE,10:55.3,Variant 334,334,K,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,I2,NONE,10:55.3,Variant 334,334,I2,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,D,NONE,10:55.3,Variant 334,334,D,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,M,NONE,10:55.3,Variant 334,334,M,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,R,NONE,10:55.3,Variant 334,334,R,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,V,NONE,10:55.3,Variant 334,334,V,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,T,NONE,10:55.3,Variant 334,334,T,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,U,NONE,10:55.3,Variant 334,334,U,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,S,NONE,10:55.3,Variant 334,334,S,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,N,NONE,10:55.3,Variant 334,334,N,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_2,B,NONE,10:55.3,Variant 334,334,B,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,A,NONE,10:55.3,Variant 378,378,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,C,NONE,10:55.3,Variant 378,378,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,E,NONE,10:55.3,Variant 378,378,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,J,NONE,10:55.3,Variant 378,378,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,K,NONE,10:55.3,Variant 378,378,K,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,G,NONE,10:55.3,Variant 378,378,G,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,F,NONE,10:55.3,Variant 378,378,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,I1,NONE,10:55.3,Variant 378,378,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,I2,NONE,10:55.3,Variant 378,378,I2,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,D,NONE,10:55.3,Variant 378,378,D,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,M,NONE,10:55.3,Variant 378,378,M,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,W,NONE,10:55.3,Variant 378,378,W,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,Y,NONE,10:55.3,Variant 378,378,Y,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,Z,NONE,10:55.3,Variant 378,378,Z,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,AA,NONE,10:55.3,Variant 378,378,AA,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,X,NONE,10:55.3,Variant 378,378,X,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,N,NONE,10:55.3,Variant 378,378,N,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_3,B,NONE,10:55.3,Variant 378,378,B,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,A,NONE,10:55.3,Variant 153,153,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,C,NONE,10:55.3,Variant 153,153,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,E,NONE,10:55.3,Variant 153,153,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,J,NONE,10:55.3,Variant 153,153,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,K,NONE,10:55.3,Variant 153,153,K,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,I2,NONE,10:55.3,Variant 153,153,I2,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,G,NONE,10:55.3,Variant 153,153,G,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,F,NONE,10:55.3,Variant 153,153,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,I1,NONE,10:55.3,Variant 153,153,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,D,NONE,10:55.3,Variant 153,153,D,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,M,NONE,10:55.3,Variant 153,153,M,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,R,NONE,10:55.3,Variant 153,153,R,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,U,NONE,10:55.3,Variant 153,153,U,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,T,NONE,10:55.3,Variant 153,153,T,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,V,NONE,10:55.3,Variant 153,153,V,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,S,NONE,10:55.3,Variant 153,153,S,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,N,NONE,10:55.3,Variant 153,153,N,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_4,B,NONE,10:55.3,Variant 153,153,B,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,A,NONE,10:55.3,Variant 49,49,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,C,NONE,10:55.3,Variant 49,49,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,J,NONE,10:55.3,Variant 49,49,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,K,NONE,10:55.3,Variant 49,49,K,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,I2,NONE,10:55.3,Variant 49,49,I2,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,E,NONE,10:55.3,Variant 49,49,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,H,NONE,10:55.3,Variant 49,49,H,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,F,NONE,10:55.3,Variant 49,49,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,I1,NONE,10:55.3,Variant 49,49,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,D,NONE,10:55.3,Variant 49,49,D,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,M,NONE,10:55.3,Variant 49,49,M,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,R,NONE,10:55.3,Variant 49,49,R,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,V,NONE,10:55.3,Variant 49,49,V,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,T,NONE,10:55.3,Variant 49,49,T,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,U,NONE,10:55.3,Variant 49,49,U,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,S,NONE,10:55.3,Variant 49,49,S,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,N,NONE,10:55.3,Variant 49,49,N,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_5,B,NONE,10:55.3,Variant 49,49,B,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,A,NONE,10:55.3,Variant 61,61,A,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,C,NONE,10:55.3,Variant 61,61,C,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,E,NONE,10:55.3,Variant 61,61,E,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,H,NONE,10:55.3,Variant 61,61,H,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,F,NONE,10:55.3,Variant 61,61,F,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,I1,NONE,10:55.3,Variant 61,61,I1,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,J,NONE,10:55.3,Variant 61,61,J,complete,NONE,2013-11-03T19:10:55.276+01:00
trace_6,K,NONE,10:55.3,Variant 61,61,K,complete,NONE,2013-11-03T19:10:55.276+01:00
