case:concept:name,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,time:timestamp
trace_0,A,NONE,39:08.0,Variant 11,11,A,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,C,NONE,39:08.0,Variant 11,11,C,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,E,NONE,39:08.0,Variant 11,11,E,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,L,NONE,39:08.0,Variant 11,11,L,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,M,NONE,39:08.0,Variant 11,11,M,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,G,NONE,39:08.0,Variant 11,11,G,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,K,NONE,39:08.0,Variant 11,11,K,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,I9,NONE,39:08.0,Variant 11,11,I9,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,J,NONE,39:08.0,Variant 11,11,J,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,O,NONE,39:08.0,Variant 11,11,O,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,Q,NONE,39:08.0,Variant 11,11,Q,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,R,NONE,39:08.0,Variant 11,11,R,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,P,NONE,39:08.0,Variant 11,11,P,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,I,NONE,39:08.0,Variant 11,11,I,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,H,NONE,39:08.0,Variant 11,11,H,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,F,NONE,39:08.0,Variant 11,11,F,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,D,NONE,39:08.0,Variant 11,11,D,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_0,B,NONE,39:08.0,Variant 11,11,B,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,A,NONE,39:08.0,Variant 12,12,A,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,C,NONE,39:08.0,Variant 12,12,C,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,E,NONE,39:08.0,Variant 12,12,E,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,G,NONE,39:08.0,Variant 12,12,G,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,L,NONE,39:08.0,Variant 12,12,L,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,J,NONE,39:08.0,Variant 12,12,J,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,K,NONE,39:08.0,Variant 12,12,K,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,O,NONE,39:08.0,Variant 12,12,O,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,I,NONE,39:08.0,Variant 12,12,I,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,Q,NONE,39:08.0,Variant 12,12,Q,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,H,NONE,39:08.0,Variant 12,12,H,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,R,NONE,39:08.0,Variant 12,12,R,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,M,NONE,39:08.0,Variant 12,12,M,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,I9,NONE,39:08.0,Variant 12,12,I9,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,P,NONE,39:08.0,Variant 12,12,P,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,F,NONE,39:08.0,Variant 12,12,F,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,D,NONE,39:08.0,Variant 12,12,D,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_1,B,NONE,39:08.0,Variant 12,12,B,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,A,NONE,39:08.0,Variant 13,13,A,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,C,NONE,39:08.0,Variant 13,13,C,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AK,NONE,39:08.0,Variant 13,13,AK,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AP,NONE,39:08.0,Variant 13,13,AP,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AS,NONE,39:08.0,Variant 13,13,AS,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AT,NONE,39:08.0,Variant 13,13,AT,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AV,NONE,39:08.0,Variant 13,13,AV,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AR,NONE,39:08.0,Variant 13,13,AR,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AX,NONE,39:08.0,Variant 13,13,AX,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AM,NONE,39:08.0,Variant 13,13,AM,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AW,NONE,39:08.0,Variant 13,13,AW,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AN,NONE,39:08.0,Variant 13,13,AN,complete,NONE,2013-11-18T16:39:07.973+01:00
trace_2,AU,NONE,39:08.0,Variant 13,13,AU,complete,NONE,2013-11-18T16:39:07.973+01:00
