case:concept:name,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,time:timestamp
trace_0,A,NONE,45:41.3,Variant 11,11,A,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,C,NONE,45:41.3,Variant 11,11,C,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,E,NONE,45:41.3,Variant 11,11,E,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,H,NONE,45:41.3,Variant 11,11,H,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,G,NONE,45:41.3,Variant 11,11,G,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,I,NONE,45:41.3,Variant 11,11,I,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,F,NONE,45:41.3,Variant 11,11,F,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,J,NONE,45:41.3,Variant 11,11,J,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,L,NONE,45:41.3,Variant 11,11,L,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,M,NONE,45:41.3,Variant 11,11,M,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,K,NONE,45:41.3,Variant 11,11,K,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,D,NONE,45:41.3,Variant 11,11,D,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_0,B,NONE,45:41.3,Variant 11,11,B,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,A,NONE,45:41.3,Variant 3,3,A,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,C,NONE,45:41.3,Variant 3,3,C,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,I4,NONE,45:41.3,Variant 3,3,I4,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,N,NONE,45:41.3,Variant 3,3,N,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,P,NONE,45:41.3,Variant 3,3,P,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,R,NONE,45:41.3,Variant 3,3,R,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,S,NONE,45:41.3,Variant 3,3,S,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,Q,NONE,45:41.3,Variant 3,3,Q,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,O,NONE,45:41.3,Variant 3,3,O,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,I1,NONE,45:41.3,Variant 3,3,I1,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,D,NONE,45:41.3,Variant 3,3,D,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_1,B,NONE,45:41.3,Variant 3,3,B,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,A,NONE,45:41.3,Variant 13,13,A,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,C,NONE,45:41.3,Variant 13,13,C,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,E,NONE,45:41.3,Variant 13,13,E,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,H,NONE,45:41.3,Variant 13,13,H,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,G,NONE,45:41.3,Variant 13,13,G,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,I,NONE,45:41.3,Variant 13,13,I,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,F,NONE,45:41.3,Variant 13,13,F,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,J,NONE,45:41.3,Variant 13,13,J,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,M,NONE,45:41.3,Variant 13,13,M,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,L,NONE,45:41.3,Variant 13,13,L,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,K,NONE,45:41.3,Variant 13,13,K,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,D,NONE,45:41.3,Variant 13,13,D,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_2,B,NONE,45:41.3,Variant 13,13,B,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,A,NONE,45:41.3,Variant 19,19,A,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,C,NONE,45:41.3,Variant 19,19,C,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AB,NONE,45:41.3,Variant 19,19,AB,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AH,NONE,45:41.3,Variant 19,19,AH,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AJ,NONE,45:41.3,Variant 19,19,AJ,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AM,NONE,45:41.3,Variant 19,19,AM,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AP,NONE,45:41.3,Variant 19,19,AP,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AD,NONE,45:41.3,Variant 19,19,AD,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AI,NONE,45:41.3,Variant 19,19,AI,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AG,NONE,45:41.3,Variant 19,19,AG,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,I5,NONE,45:41.3,Variant 19,19,I5,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AF,NONE,45:41.3,Variant 19,19,AF,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AO,NONE,45:41.3,Variant 19,19,AO,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AN,NONE,45:41.3,Variant 19,19,AN,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AE,NONE,45:41.3,Variant 19,19,AE,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,AC,NONE,45:41.3,Variant 19,19,AC,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,D,NONE,45:41.3,Variant 19,19,D,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_3,B,NONE,45:41.3,Variant 19,19,B,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,A,NONE,45:41.3,Variant 10,10,A,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,C,NONE,45:41.3,Variant 10,10,C,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,E,NONE,45:41.3,Variant 10,10,E,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,G,NONE,45:41.3,Variant 10,10,G,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,I,NONE,45:41.3,Variant 10,10,I,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,H,NONE,45:41.3,Variant 10,10,H,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,F,NONE,45:41.3,Variant 10,10,F,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,J,NONE,45:41.3,Variant 10,10,J,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,M,NONE,45:41.3,Variant 10,10,M,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,L,NONE,45:41.3,Variant 10,10,L,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,K,NONE,45:41.3,Variant 10,10,K,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,D,NONE,45:41.3,Variant 10,10,D,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_4,B,NONE,45:41.3,Variant 10,10,B,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_5,A,NONE,45:41.3,Variant 20,20,A,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_5,C,NONE,45:41.3,Variant 20,20,C,complete,NONE,2013-11-08T19:45:41.296+01:00
trace_5,AB,NONE,45:41.3,Variant 20,20,AB,complete,NONE,2013-11-08T19:45:41.296+01:00
