case:concept:name,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,time:timestamp
trace_0,A,NONE,21:51.0,Variant 5,5,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,C,NONE,21:51.0,Variant 5,5,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,I6,NONE,21:51.0,Variant 5,5,I6,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,E,NONE,21:51.0,Variant 5,5,E,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,L,NONE,21:51.0,Variant 5,5,L,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,O,NONE,21:51.0,Variant 5,5,O,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,N,NONE,21:51.0,Variant 5,5,N,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,M,NONE,21:51.0,Variant 5,5,M,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,F,NONE,21:51.0,Variant 5,5,F,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,I4,NONE,21:51.0,Variant 5,5,I4,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,D,NONE,21:51.0,Variant 5,5,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_0,B,NONE,21:51.0,Variant 5,5,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,A,NONE,21:51.0,Variant 6,6,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,C,NONE,21:51.0,Variant 6,6,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,I6,NONE,21:51.0,Variant 6,6,I6,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,E,NONE,21:51.0,Variant 6,6,E,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,L,NONE,21:51.0,Variant 6,6,L,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,N,NONE,21:51.0,Variant 6,6,N,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,O,NONE,21:51.0,Variant 6,6,O,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,M,NONE,21:51.0,Variant 6,6,M,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,F,NONE,21:51.0,Variant 6,6,F,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,I4,NONE,21:51.0,Variant 6,6,I4,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,D,NONE,21:51.0,Variant 6,6,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_1,B,NONE,21:51.0,Variant 6,6,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,A,NONE,21:51.0,Variant 4,4,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,C,NONE,21:51.0,Variant 4,4,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AC,NONE,21:51.0,Variant 4,4,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AF,NONE,21:51.0,Variant 4,4,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AE,NONE,21:51.0,Variant 4,4,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AD,NONE,21:51.0,Variant 4,4,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AG,NONE,21:51.0,Variant 4,4,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AJ,NONE,21:51.0,Variant 4,4,AJ,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AI,NONE,21:51.0,Variant 4,4,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,AH,NONE,21:51.0,Variant 4,4,AH,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,D,NONE,21:51.0,Variant 4,4,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_2,B,NONE,21:51.0,Variant 4,4,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,A,NONE,21:51.0,Variant 5,5,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,C,NONE,21:51.0,Variant 5,5,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,I6,NONE,21:51.0,Variant 5,5,I6,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,E,NONE,21:51.0,Variant 5,5,E,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,L,NONE,21:51.0,Variant 5,5,L,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,O,NONE,21:51.0,Variant 5,5,O,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,N,NONE,21:51.0,Variant 5,5,N,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,M,NONE,21:51.0,Variant 5,5,M,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,F,NONE,21:51.0,Variant 5,5,F,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,I4,NONE,21:51.0,Variant 5,5,I4,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,D,NONE,21:51.0,Variant 5,5,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_3,B,NONE,21:51.0,Variant 5,5,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,A,NONE,21:51.0,Variant 1,1,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,C,NONE,21:51.0,Variant 1,1,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AC,NONE,21:51.0,Variant 1,1,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AF,NONE,21:51.0,Variant 1,1,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AE,NONE,21:51.0,Variant 1,1,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AD,NONE,21:51.0,Variant 1,1,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AG,NONE,21:51.0,Variant 1,1,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AI,NONE,21:51.0,Variant 1,1,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AJ,NONE,21:51.0,Variant 1,1,AJ,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,AH,NONE,21:51.0,Variant 1,1,AH,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,D,NONE,21:51.0,Variant 1,1,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_4,B,NONE,21:51.0,Variant 1,1,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,A,NONE,21:51.0,Variant 3,3,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,C,NONE,21:51.0,Variant 3,3,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AC,NONE,21:51.0,Variant 3,3,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AE,NONE,21:51.0,Variant 3,3,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AF,NONE,21:51.0,Variant 3,3,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AD,NONE,21:51.0,Variant 3,3,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AG,NONE,21:51.0,Variant 3,3,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AI,NONE,21:51.0,Variant 3,3,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AJ,NONE,21:51.0,Variant 3,3,AJ,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,AH,NONE,21:51.0,Variant 3,3,AH,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,D,NONE,21:51.0,Variant 3,3,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_5,B,NONE,21:51.0,Variant 3,3,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,A,NONE,21:51.0,Variant 35,35,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,C,NONE,21:51.0,Variant 35,35,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,U,NONE,21:51.0,Variant 35,35,U,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,Z,NONE,21:51.0,Variant 35,35,Z,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,W,NONE,21:51.0,Variant 35,35,W,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,AA,NONE,21:51.0,Variant 35,35,AA,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,X,NONE,21:51.0,Variant 35,35,X,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,Y,NONE,21:51.0,Variant 35,35,Y,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,I7,NONE,21:51.0,Variant 35,35,I7,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,W,NONE,21:51.0,Variant 35,35,W,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,X,NONE,21:51.0,Variant 35,35,X,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,I2,NONE,21:51.0,Variant 35,35,I2,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,V,NONE,21:51.0,Variant 35,35,V,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,D,NONE,21:51.0,Variant 35,35,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_6,B,NONE,21:51.0,Variant 35,35,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,A,NONE,21:51.0,Variant 4,4,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,C,NONE,21:51.0,Variant 4,4,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AC,NONE,21:51.0,Variant 4,4,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AF,NONE,21:51.0,Variant 4,4,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AE,NONE,21:51.0,Variant 4,4,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AD,NONE,21:51.0,Variant 4,4,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AG,NONE,21:51.0,Variant 4,4,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AJ,NONE,21:51.0,Variant 4,4,AJ,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AI,NONE,21:51.0,Variant 4,4,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,AH,NONE,21:51.0,Variant 4,4,AH,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,D,NONE,21:51.0,Variant 4,4,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_7,B,NONE,21:51.0,Variant 4,4,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,A,NONE,21:51.0,Variant 6,6,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,C,NONE,21:51.0,Variant 6,6,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,I6,NONE,21:51.0,Variant 6,6,I6,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,E,NONE,21:51.0,Variant 6,6,E,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,L,NONE,21:51.0,Variant 6,6,L,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,N,NONE,21:51.0,Variant 6,6,N,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,O,NONE,21:51.0,Variant 6,6,O,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,M,NONE,21:51.0,Variant 6,6,M,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,F,NONE,21:51.0,Variant 6,6,F,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,I4,NONE,21:51.0,Variant 6,6,I4,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,D,NONE,21:51.0,Variant 6,6,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_8,B,NONE,21:51.0,Variant 6,6,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,A,NONE,21:51.0,Variant 5,5,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,C,NONE,21:51.0,Variant 5,5,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,I6,NONE,21:51.0,Variant 5,5,I6,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,E,NONE,21:51.0,Variant 5,5,E,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,L,NONE,21:51.0,Variant 5,5,L,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,O,NONE,21:51.0,Variant 5,5,O,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,N,NONE,21:51.0,Variant 5,5,N,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,M,NONE,21:51.0,Variant 5,5,M,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,F,NONE,21:51.0,Variant 5,5,F,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,I4,NONE,21:51.0,Variant 5,5,I4,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,D,NONE,21:51.0,Variant 5,5,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_9,B,NONE,21:51.0,Variant 5,5,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,A,NONE,21:51.0,Variant 1,1,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,C,NONE,21:51.0,Variant 1,1,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AC,NONE,21:51.0,Variant 1,1,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AF,NONE,21:51.0,Variant 1,1,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AE,NONE,21:51.0,Variant 1,1,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AD,NONE,21:51.0,Variant 1,1,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AG,NONE,21:51.0,Variant 1,1,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AI,NONE,21:51.0,Variant 1,1,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AJ,NONE,21:51.0,Variant 1,1,AJ,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,AH,NONE,21:51.0,Variant 1,1,AH,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,D,NONE,21:51.0,Variant 1,1,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_10,B,NONE,21:51.0,Variant 1,1,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,A,NONE,21:51.0,Variant 1,1,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,C,NONE,21:51.0,Variant 1,1,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AC,NONE,21:51.0,Variant 1,1,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AF,NONE,21:51.0,Variant 1,1,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AE,NONE,21:51.0,Variant 1,1,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AD,NONE,21:51.0,Variant 1,1,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AG,NONE,21:51.0,Variant 1,1,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AI,NONE,21:51.0,Variant 1,1,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AJ,NONE,21:51.0,Variant 1,1,AJ,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,AH,NONE,21:51.0,Variant 1,1,AH,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,D,NONE,21:51.0,Variant 1,1,D,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_11,B,NONE,21:51.0,Variant 1,1,B,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,A,NONE,21:51.0,Variant 1,1,A,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,C,NONE,21:51.0,Variant 1,1,C,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,AC,NONE,21:51.0,Variant 1,1,AC,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,AF,NONE,21:51.0,Variant 1,1,AF,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,AE,NONE,21:51.0,Variant 1,1,AE,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,AD,NONE,21:51.0,Variant 1,1,AD,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,AG,NONE,21:51.0,Variant 1,1,AG,complete,NONE,2013-11-03T12:21:50.998+01:00
trace_12,AI,NONE,21:51.0,Variant 1,1,AI,complete,NONE,2013-11-03T12:21:50.998+01:00
